Kooli ID	Kooli nimi	Maakond	Asutuse tüüp	Seadmete nimekiri	Toetus 2014	Toetus 2015	Toetus 2016	Toetus 2017	Toetus 2018	Toetus 2019	Toetus 2020	Toetus 2021
478	Merivälja Kool	Harju maakond	põhikool	LEGO Mindstorms EV3 baaskomplekt (8 tk), EV3 lisakomplekt (4 tk), LME, EV3, Space Challenge Set (1 tk), Transformer 10V DC (8 tk), LME, EV3 Space Challenge Activity Pack (1 tk). LEGO Sumo Field (1 tk). LEGO Education Mindstorms EV3 põhikomp.koos tarkvaraga (8 tk); 3D-printer MakerBot Replicator+ (1 tk)		2,393.06 €			3,388.67 €			
521	Metsküla Algkool	Pärnu maakond	põhikool	LEGO WeDo baaskomplektid (3 tk), lisakomplektid (3 tk). MakeyMakey 2 tk; Ozobot 1 tk; Dash&Dot 1 tk; Robot Edison 1 tk; BlueBot 2 tk	315.61 €		646.50 €					
408	Mooste Mõisakool	Põlva maakond	põhikool	Bee-Bot programmeeritav põrandarobot (2 tk); Bee-Bot läbipaistev taskutega matt (2 tk); Ozobot Evo stardikomplekt (2 tk); Lego Education WeDo 2.0 põhikompl. (8 tk); Lego Education Mindstorms EV3 põhikompl. koos tarkvaraga (8 tk); LEGO Education akulaadija 10V (4 tk); LEGO Education EV3 lisakompl. (2 tk); Sphero SPRK+ haridusrobot (1 tk); Sumo plats (1 tk)					3,602.07 €			
7282	Muraste Kool	Harju maakond	põhikool	LEGO Mindstorms EV3 baaskomplekt 6 tk; Akulaadija 10V peenike pistik 6 tk; WeDo 2.0 baaskomplekt 6 tk; WeDo 2.0 laetav aku 6 tk; Masinate komplekt 6 tk; Asenduskomplekt WeDo 2.0 6 tk; Linnaläbimise matt 1 tk; Joonejärgimise väljak 1 tk; Sumoväljak v2 1 tk; Rohkem matemaatikat baaskomplekt 6 tk; Jutualustaja komplekt 6 tk; Jutualustaja komplekt tarkvara ja tegevused 1 tk; Rohkem matemaatikat õppekava 1 tk; EV3 lisakomplekt 3 tk			3,732.47 €					
654	Mustvee Kool	Jõgeva maakond	põhikool	Liikuv robotplatvorm RP-06 (2 tk), Lisakomplekt robotplatvormile RP05/06 (2 tk), Konstruktor "ROBI" (2 tk), ROBI joonejälgimise lisapakett (2 tk), ROBI "Folkrace" lisapakett (2 tk), XRF juhtmevaba laiendusplaat Raspberry Pi-le (2 tk), Raspberry Pi RASPBERRY PI CAMERA MODULE (2 tk), Raspberry Pi - Arduino vaheplaat (2 tk)		593.73 €						
345	Muuga-Laekvere Kool (endine Laekvere Põhikool ja Muuga Põhikool)	Lääne-Viru maakond	põhikool	LEGO Mindstorms EV3 baaskomplekt (4 tk), EV3 lisakomplekt (4 tk), EV3 akulaadija 10V (4 tk);  LEGO Education WeDo Construction Set (4 tk), LEGO Education WeDo Resource set (4 tk), WeDo 8+ Projects Curriculum Pack - DVD (1 tk); mTiny avastajakomplekt (5tk), Bee-Bot 2.0 põrandarobot (5tk)		1,987.96 €						1,007.56 €
608	Mäetaguse Põhikool	Ida-Viru maakond	põhikool	Stepcraft D810 CNC pink (1tk); 800W AMB Frees CNC pingile (1tk); 10 freestitera komplekt (1tk); Tööriista kõrguse sensor TS-32 (1tk); Lasergraveerimise moodul (1tk); Puidupõletuse moodul (1tk)						2,878.10 €		
647	Narva Paju Kool	Ida-Viru maakond	põhikool	LEGO Mindstorms EV3 baaskomplekt (7 tk), LEGO Education WeDo Construction Set (10 tk). Original Prusa i3 kit with LCD 1.75mm (1 tk)		2,974.34 €						
333	Nissi Põhikool	Harju maakond	põhikool	LEGO Education Matemaatika põhikomplekt 1-2, 11 tk; Matemaatika tegevuspakett 1-2 digitaalne, 1 tk; LEGO Education komplekt Lihtsad ja motoriseeritud masinad, 11 tk; Sissejuhatus masinate komplekti tegevusse digitaalne, 1 tk			1,496.40 €					
401	Noarootsi Kool	Lääne maakond	põhikool	Edison robot, 7 tk; Edison roboti matt, 7 tk; Edisoni varuosade komplekt, 7 tk; EV3 baaskomplekt laadijaga, 4 tk; EV3 lisakomplekt, 4 tk; Bee-Bot 2.0 6 robotit+laadimisalus (1tk); Ozobot Bit 2.0 kristallvalge (3tk)			1,495.76 €			405.26 €		
723	Nõmme Erakool	Harju maakond	põhikool	BQ 3D-printer KIT i3Hephestos (1 tk)		344.03 €						
245	Olustvere Põhikool	Viljandi maakond	põhikool	LEGO Mindstorms EV3 baaskomplekt (2 tk); Transformer 10V DC (2 tk). WeDo 2.0 baaskomplekt (10 tk); Akulaadija 10V (2 tk); EV3 Baaskomplekt (2 tk); NXT/EV3 Temperatuuri andur (4 tk)		481.40 €			1,578.70 €			
652	Orava Kool	Võru maakond	põhikool	Bee-Bot 6 Mesimumm ja laadimisalus (1 tk), Bee-Bot Mesimumm läbipaistev matt (3 tk), Ozobot Evo stardikomplekt (3 tk), Vex IQ  Super Kit (3 tk), Lego Education Wedo 2,0 (3 tk), Lego Education Wedo aku (3 tk), Lego Education NXT EV3 (3 tk)				2,511.67 €				
361	Oru Kool	Lääne maakond	põhikool	LEGO Mindstorms EV3 baaskomplekt (5 tk), EV3 lisakomplekt (5 tk), LME, EV3, Infrared Beacon (2 tk), LME, EV3, Infrared Seeker (2 tk), Transformer 10V DC (2 tk); Sphero BOLT Power Pack kohver (1tk)		1,539.38 €						1,944 €
360	Oru Põhikool	Harju maakond	põhikool	Stepcraft 2 D420 (1tk); AMB frees 800 FME (1tk) + terad; Tööriista kõrguse sensor TS-32 (1tk); Lasergraveerimise tööriist DL445 (1tk); Creality Ender 3 Pro (3tk); Primaselect PLA (5tk)							3,268.69 €	
533	Padise Põhikool	Harju maakond	põhikool	LEGO Education WeDo 2.0 põhikomplekt (4 tk), LEGO Education WeDo 2.0 laetav aku (2 tk), LEGO Education EV3 aku (2 tk), LEGO Education akulaadija (4 tk), LEGO Education Mindstorms EV3 (4 tk), LEGO Education EV3 lisakomplekt (1 tk), LEGO Education pneumaatikakomp (4 tk), LEGO Education taastuvenergia (4 tk), Makey Makey Classic (4 tk), Linna läbimine (1 tk)				2,524.70 €				
167	Paikuse Põhikool	Pärnu maakond	põhikool	LEGO WeDo baaskomplektid (4 tk) ja lisakompektid (4 tk), liikumisandurid (4 tk), M-mootorid (4 tk), kallutusandurid (4 tk), USB jaotur (1 tk). LEGO Mindstorms EV3 baaskomplektid (2 tk), heliandurid (2 tk), laadija	982.91 €							
539	Palade Põhikool	Hiiu maakond	põhikool	LEGO Mindstorms EV3 baaskomplektid (3 tk) ja lisakomplektid (3 tk)	805.48 €							
356	Palivere Põhikool	Lääne maakond	põhikool	Blue-Bot 6 robotit+matid (1 tk); Bee-Bot 3D kujunditega matt (1 tk); Bee-Bot kujundite ja värvidega matt (1 tk); Bee-Bot läbipaistev taskutega matt (3 tk); Bee-Bot tähematt Jänku Jussiga (1 tk); USB laadimisalus (1 tk); Sphero SPRK+ haridusrobot (2 tk); Ozobot Evo stardikomplekt kristallvalge (3 tk) ja titaaniummust (3 tk); Sphero Nubby ümbris (2 tk); LEGO Education SPIKE Prime Set (10tk)					1,570.73 €			2,555.07 €
283	Palupera Põhikool	Tartu maakond	põhikool	LEGO Mindstorms EV 3 baaskomplektid (2 tk), lisakomplektid (2 tk)	536.94 €							
suletud	Pikakannu Kool	Võru maakond	põhikool	LEGO Mindstorms EV3 baaskomplektid (3 tk), laadija (3 tk)	664.00 €							
343	Pikavere Mõisakool	Harju maakond	põhikool	LEGO Mindstorms EV3 baaskomplektid (5 tk) ja lisakomplektid (3 tk), EV3 aju (1 tk), EV3 akud (3 tk), IR ühendus (1tk), NXT IR otsija (1tk), Infrapunapall (1 tk), NXT puuteanduri multiplekser (2 tk), NXT kuuliga ratas (4 tk), omniratas (2 tk); EV3 Baaskomplekt (4tk)	1,794.67 €					1,066.64 €		
815	Porkuni Kool	Lääne-Viru maakond	põhikool	Edisoni robot V2.0 (7 tk), Ozobot Bit 2.0 stardikomplekt (7 tk), Edisoni suur matt lamineeritud (1 tk), Edisoni väike sumomatt lamineeritud (1 tk)				737.49 €				
556	Prangli Põhikool	Harju maakond	põhikool	Raspberry Pi 3 mudel B+ moodul; Klemmide nimeplaat Raspberry; Raspberry Pi camera board 8MP; Puutetundlik ekraan 3.5''; Raspberry Pi kaamera hoidja; Robotauto aluskomplekt 4WD; Akud NiMh 1.2V 2600mAh Pkcell (2 tk); ; Akulaadija AAA/AA 1-4 akut; Ultraheli moodul HC-SR04 (2 tk); ; Raspberry Pi 3 GPIO moodul; Kallutusanduri moodul SW-520D; PIR anduri mini moodul; Infrapuna kaugusmõõtja andur; Toitemoodul DC/DC step-down; Micro servo mootor 4.8-6V; Arduino Starter Kit; Arduino lisamoodulite; Arduino LCD keypad Shield; Tello droon; 3D-printer Wanhao Duplicator D9/300 -300*300*400mm; ESUN Premium PLA filamendid (6 tk); ESUN 3D PLA filamendid (2 tk)					933.67 €			
555	Puhja Kool	Tartu maakond	põhikool	LEGO Mindstorms EV3 baaskomplektid (4 tk) ja akulaadijad (4 tk); Tello EDU droon (5tk); Raspberry Pi stardikomplekt (5tk)	886.27 €					936.96 €		
553	Puiga Põhikool	Võru maakond	põhikool	Stepcraft 2 D840 (1tk) + lisatarvikud; AMB frees 1050 FME (1tk) + terad; Lasergraveerimise tööriist DL445 (1tk); SPIKE Prime baaskomplekt (8tk), SPIKE Prime lisakomplekt (8tk), LEGO Education BricQ Motion Prime (5tk)							3,287.46 €	3,040.84 €
627	Puurmani Mõisakool	Jõgeva maakond	põhikool	LEGO WeDo 2.0 põhikomplekt, 4 tk; Edisoni robot, 5 tk; Edisoni matt, 1 tk; Mesimumm Bee- Bot laadimisalusega 2 tk; LEGO Education Lihtsad masinad, 4 tk; Bee-Bot kujundite ja värvidega matt, 2 tk; Bee-Bot 3D kujunditega matt, 2 tk			1,254.80 €					
16351	Põlva Kool	Põlva maakond	põhikool	LEGO Mindstorms EV3 baaskomplekt (1 tk), lisakomplekt (1 tk), NXT lisakomplekt (2 tk), laadija (1 tk). LEGO Mindstorms EV3 baaskomplektid (2 tk), lisakomplekt (1 tk) ja laadija (1 tk); LEGO Mindstorms Education EV3 põhikomplekt (5 tk); Ozobot Evo stardikomplekt titaaniummust (7tk); Sphero Bolt haridusrobot (2tk); Pro-Bot programmeeritav põrandarobot-auto (3tk)	867.62 €				1,538.50 €	840.66 €		
821	Pärnu Kuninga Tänava Põhikool	Pärnu maakond	põhikool	Lego lihtsate ja motoriseeritud masinate komplekt (15 tk); Lego lihtsate ja motoriseeritud masinate komplekti õpetaja materjal (1 tk); Interaktiivne robot OZOBOT Bit 2.0 (5 tk); EV3 Baaskomplekt (12tk)			1,755.87 €				3,350.07 €	
5871	Pärnu Mai Kool	Pärnu maakond	põhikool	LEGO WeDo baaskomplekt (8 tk), lisakomplekt (5 tk), lihtsate masinate komplekt  (4 tk), tegevuste pakett  (1 tk), pneumaatika komplekt (1 tk), suur ehitusplaat (4 tk), LEGO Mindstorms EV3 baaskomplekt (1 tk), lisakomplekt (1 tk), güroandur (1 tk), infrapunamajakas (1 tk), IR otsija (1 tk), laadija (1 tk), wifi adapter (1 tk), kaugusandur (1 tk), EV3 aju (1 tk),  linnaläbimisplats (1 tk), tegevustepakett (1 tk), loodussõbralik linn (1 tk)	1,742.38 €							
117	Pärnu Raeküla Kool	Pärnu maakond	põhikool	LEGO Education WeDo Construction Set (2 tk), LEGO Education WeDo Resource set (1 tk), WeDo 8+ Projects Curriculum Pack - DVD (1 tk), Power Functions Rechargeable Battery Box (1 tk), 10VDC LEGO Transformer (1 tk). Bee-Bot 6 robotit+laadimisalus (1 tk); Bee-Bot läbipaistev taskutega matt (6 tk); Edisoni robot V2.0 (6 tk); Edisoni roboti leiutajakomplekt (6 tk); Makey Makey Classic (12 tk); 3D printer Ultimaker 2+ (1tk) + lisad		355.91 €			1,238.66 €		1,613.01 €	
818	Pärnu Rääma Põhikool	Pärnu maakond	põhikool	Bee-Bot 6 mesimummu ja laadimisalus (1 tk), Ozobot Bit 2.0 kaksikpakk (6 tk); LEGO Education Mindstorms EV3 põhikomplekt (12tk); LEGO Education akulaadija 10V DC (12tk)				916.67 €		3,244.29 €		
116	Pärnu Tammsaare Kool	Pärnu maakond	põhikool	6 Bee-Bot mesimummu ja laadimisalus (1 tk), Makey Makey Classic (3 tk), Ozobot Bit 2.0 stardikomplekt (6 tk), Dash ja Dot Wonder robootikakomplekt (2 tk)				1,274.07 €				
733	Pärnu Vabakool (MTÜ Pärnu Vabakooli Selts: allüksused Pärnu Vabakool, Pärnu Loovuskeskus	Pärnu maakond	põhikool	Lego Education WeDo 2.0 (12 tk), WeDo 2.0 laetav aku (6 tk), Akulaadija 10V (6 tk), Bluetooth 4.0 (6 tk), Original Prusa i3 MK25 3d printer (1 tk). Makeblock mBot 1.1 robotikomplekt (10 tk); Aku mBot robotile 3.7V (10 tk); Joonejärgimise rada mBot robotile (1 tk); Sumo võistlusväljak 77cm (4 tk); Blue-bot robot (4 tk)				2,404.56 €	1,166.55 €			
114	Pärnu Vanalinna Põhikool	Pärnu maakond	põhikool	LEGO Mindstorms EV3 baaskomplektid (3 tk). LEGO Mindstorms EV3 baaskomplekt (6 tk), EV3 lisakomplekt (2 tk). Raspberry Pi CamJam EduKit #2 - sensors (10 tk). Raspberry Pi 2 Model B | 1GB RAM - Starter Kit (10 tk), HDMI-DVI Kaabel 2 m  / HDMI 19P pistik-DVI pistik 2m (10 tk). Me joonejälgimise moodul (1 tk); LEGO Education Mindstorms EV3 põhikomp.koos tarkvaraga (12 tk); LEGO Education akulaadija 10V DC (12 tk); LiPo aku mBot robotile (4 tk); Me joonejärgija (4 tk)	561.60 €	2,192.76 €			3,098.40 €			
178	Pärnu-Jaagupi Põhikool	Pärnu maakond	põhikool	Bee-Bot 6 mesimummu ja laadimisalus (2 tk), Bee-Bot läbipaistev taskutega matt (7 tk), Makey Makey Classic komplekt (12 tk), Edison robot V 2.0 (6 tk), Rohkem matemaatikat baaskomplekt (12 tk); WeDo 2.0 baaskomplekt (7tk); EV3 Baaskomplekt (2tk); Akulaadija 10 V (2tk); EV3 lisakomplekt (2tk); Ozobot Bit 2.0 kaksikpakk (valge ja must) (3tk); Ozobot Bit 2.0 stardikomplekt kristallvalge (1tk); Spike Prime baaskomplekt (6tk), Spike Prime lisakomplekt (6tk)				2,327.27 €		1,800.88 €		1,996.63 €
4551	Püha Johannese Kool	Harju maakond	põhikool	Pneumatics Add-On Set (2 tk), Activity Pack for 9641 (1 tk), LEGO Mindstorms EV3 baaskomplekt (7 tk), EV3 lisakomplekt (4 tk), EV3 akulaadija 10V (7 tk)		2,368.10 €						
800	Raikküla Kool	Rapla maakond	põhikool	Bee-Bot 6 Mesimummu ja laadimisalus (1 tk), Kujundite ja värvidega matt ja alus (1 tk)			288.82 €					
328	Rakke Kool	Lääne-Viru maakond	põhikool	LEGO WeDo baaskomplektid (2 tk), lisakomplektid (2 tk). LEGO Mindstorms EV3 baaskomplektid (2 tk), EV3 lisakomplektid (2 tk), EV3 laadijad (2 tk), pneumaatikakomplekt (1 tk), taastuvenergia komplekt (1 tk), omnirattad (3 tk), Bluetooth USB adapter (3 tk), NXT värviandur (1 tk) ja NXT multivalgusandur (1 tk). BeeBot, 1 tk; Ozobot starterpakk, 1 tk; EDISON  robot, 2 tk; Ozobot duopakk, 1 tk; raspberry komplekt, 2 tk; arduino uno, 2 tk; arduino mega, 1 tk; arduino mini, 1 tk; arduino mikro, 1 tk; arduino nano, 2 tk; RGB led, 150 tk; Raspberry Pi wireless mini touchpad keyboard, 1 tk; Raspberry Pi kaamera, 1 tk; Raspberry Pi 3, 1 tk; Raspberry Py Zero, 1 tk; Arduino Robot Building Kit, 1 tk; Arduino Robootika komplekt, 1 tk; Arduino starter kit, 1 tk; Mini sumo platform Zumo (includes motors and controller), 1 tk; Robot platform Wall-Hugging Mouse, 2 tk; Mini sumo platfrom Zumo32U4, 1 tk; VEX robot, 1 tk; Tello Boost Combo droon (Global) (5tk); Ozobot Evo stardikomplekt kristallvalge (7tk); Pro-Bot klassikomplekt (1tk); Dash robot (6tk); Makeblock HaloCode (20tk), Makeblock Asjade interneti teaduse komplekt (10tk), Makeblock Asjade interneti õppekomplekt (2tk)	1,070.75 €		1,555.86 €			2,129.62 €		2,864.56 €
617	Rakvere Põhikool	Lääne-Viru maakond	põhikool	LEGO Mindstorms EV3 baaskomplektid (5 tk), lisakomplektid (2 tk), lisaandurid, (5 tk), Taxi drive matt (1 tk), akulaadija (1 tk)	1,300.01 €							
5951	Randvere Kool	Harju maakond	põhikool	littleBits Gizmos & Gadgets (4 tk), Makey Makey Classic (12 tk), Ozobot Bit 2.0 stardikomplekt (12 tk); Bee-Bot 2.0 6 robotit + laadimisalus (1tk); InO-Bot 6 robotit + laadimisalus (1tk)				2,225.64 €			877.50 €	
280	Rannu Kool	Tartu maakond	põhikool	Robomiku WeDo 2.0 baaskomplekt, 5 tk; Robomiku WeDo 2.0 laetav aku, 5 tk; Robomiku Akulaadija 10V peenike pistik, 5 tk; Robomiku LEGO Mindstorms EV3 baaskomplekt, 3 tk			1,307.66 €					
624	Rapla Kesklinna Kool	Rapla maakond	põhikool	LEGO Mindstorms EV3 baaskomplekt (6 tk); EV3 lisakomplekt (3 tk); Transformer 10V DC (6 tk). WeDo 2.0 baaskomplekt (12 tk); EV3 Baaskomplekt (3 tk); Airblock modulaarne programmeeritav droon (12 tk); LEGO Education Mindstorms EV3 põhikomplekt (4tk); LEGO Education akulaadija 10V DC (4tk); Bee-Bot 2.0 6 robotit+laadimisalus (2tk); Stepcraft D420 CNC pink (1tk); 800W AWB Frees CNC pingile (1tk); Pro-Bot programmeeritav põrandarobot-auto (10tk), Sphero RVR (10tk)		1,630.13 €			3,298.05 €	3,520.77 €		2,690.14 €
600	Rapla Vesiroosi Kool	Rapla maakond	põhikool	LEGO Mindstorms EV3 baaskomplekt (2 tk), EV3 lisakomplekt (2 tk), LME, EV3, Large Servo Motor (4 tk), LME, EV3, Infrared Beacon (2 tk), LME, EV3, Infrared Seeker (2 tk). BQ 3D-printer KIT i3Hephestos (1 tk). 6 Mesimummu ja laadimisalus (1 tk). LEGO Education Mindstorms EV3 põhikomp.koos tarkvaraga (2 tk); Makey Makey Classic (7tk)		1,059.84 €	269.28 €		421.61 €	309.88 €		
568	Ridala Põhikool	Lääne maakond	põhikool	Robobloq rong (2tk), Qobo - eestikeelne programmeeritav robotigu (3tk), Qobo matemaatika laiendus (3tk), Blue-Bot 2.0 6 robotit ja laadimisalus (2tk)								1,434.11 €
365	Risti Kool	Harju maakond	põhikool	LEGO Education WeDo 2.0 (4 tk), LEGO Education WeDo 2.0 laetav aku (4 tk), LEGO Education EV3 aku (2 tk), LEGO Education EV3 akulaadija 10V (2 tk), LEGO Education Mindstroms EV3 (4 tk), LEGO Education EV3 lisakomplekt (1 tk), LEGO Education pneumaatikakomplekt (4 tk), LEGO Education taastuvenergia (4 tk), Makey  Makey Classic (4 tk), Ozobot Bit 2.0 stardikomplekt (5 tk), Linna läbimine (1 tk); Bee-Bot 2.0 6 robotit + laadimisalus (2tk), Blue-Bot 2.0 6 robotit + laadimisalus (2tk), Sphero Bolt haridusrobot (4tk)				2,861.98 €				1,859.33 €
364	Risti Põhikool	Lääne maakond	põhikool	Sphero SPRK+ haridusrobot (6 tk); Sphero Turbo ümbris (6 tk); Dash ja Dot Wonder robootikakomplekt (2tk)					674.46 €	316.54 €		
473	Ristiku Põhikool	Harju maakond	põhikool	LearnToLearn Core Set (1 tk), StoryStarter Core Set (3 tk), StoryStarter Fairy Tale Expansion Set (3 tk), StoryStarter Space Expansion Set (3 tk), StoryStarter Community Expansion Set (3 tk), StoryStarter Curriculum Pack and StoryVisualizer Software (1 tk), StoryStarter Fairy Tale Curriculum Pack (1 tk), StoryStarter Space Curriculum Pack (1 tk), StoryStarter Community Curriculum Pack (1 tk), LEGO Education WeDo Construction Set (6 tk), LEGO Education WeDo Resource set (6 tk), WeDo 8+ Projects Curriculum Pack - DVD (1 tk). LEGO Education Mindstorms EV3 põhikomp.koos tarkvaraga (7 tk); LEGO Education akulaadija 10V DC (7 tk)		1,461.54 €			1,764.11 €			
216	Roosna-Alliku Põhikool	Järva maakond	põhikool	6 Bee-Bot mesimummu ja laadimisalus (1 tk), Mesimummu läbipaistev matt (3 tk), Ozobot Bit 2.0 kaksikpakk (3 tk), Ozobot Bit 2.0 stardikomplekt (1 tk), Ozobot Bit ehituskomplekt (1 tk), WeDo 2.0 baaskomplekt (6 tk), LEGO Mindstorms EV3 baaskomplekt (3 tk), EV3 lisakomplekt (1 tk), Sumoväljak v2 (1 tk), Linnaläbimise matt (1 tk), Joonejärgimise väljak (1 tk)				2,626.36 €				
584	Ruhnu Põhikool	Saare maakond	põhikool	LEGO Mindstorms Education EV3 põhikomplekt (2tk), Lego WeDo 2.0 (2tk), MakeyMakey (1tk), Bee-Bot mesilane (2tk), LEGO Education Akulaadija 10V DC (2tk), Lenovo tahvelarvuti (2tk)								1,340.72 €
358	Ruila Põhikool	Harju maakond	põhikool	Lego WeDo 2.0 põhikomplekt 5 tk; LEGO WeDo 2.0 laetav aku 5 tk; Lego Akulaadija 5 tk; 6 Mesimummu ja laadimisalus 2 tk; Bee-Bot Mesimummu kujundite ja värvidega matt 1 tk; Bee-Bot Mesimummu läbipaistev matt 1 tk; Bee-Bot Mesimummu algajate komplekt 1 tk			1,364.03 €					
179	Rõuge Põhikool	Võru maakond	põhikool	Simple & Powered Machines Set (2 tk), LEGO Education WeDo Construction Set (2 tk), LEGO Education WeDo Resource set (2 tk), WeDo 8+ Projects Curriculum Pack - DVD (1 tk); Sphero Mini roheline (4tk); Ozobot Bit 2.0 kaksikpakk (valge & must) (1tk); Bee-Bot 2.0 6 robotit +laadimisalus (1tk); Pro-Bot klassikomplekt (1tk) 		453.77 €				1,106.71 €		
637	Saarepeedi Kool	Viljandi maakond	põhikool	Sphero RVR (1tk), Sphero Bolt haridusrobot (1tk), Dash ja Dot Wonder robootikakomplekt (2tk), Dot roboti loovuskomplekt (2tk), Programeeritav robotigu (2tk), Matatalab Pro Set (2tk), mTiny avastajakomplekt (1tk), LEGO Education Coding Express (2tk), TTS Blue-Boti mattide komplekt +6 robotit laadimisalusega (1tk), Blue-Bot ja Programmi käsulugeja stardikomplekt (1tk), Bee-Bot 2.0 6 robotit +laadimisalus (1tk), TTS Bee-Bot stardikomplekt  (1tk)								2,921.22 €
593	Sadala Kool	Jõgeva maakond	põhikool	Bee-Bot programmeeritav ja taaslaetav mesimumm (2 tk), Bee-Bot läbipaistev matt (1 tk), LEGO Education WeDo 2.0 (2 tk), WeDo 2.0 Laetav aku (1 tk), Akulaadija 10V peenike pistik (1 tk), Lego Mindstorms EV3 baaskomplekt (4 tk), EV 3 lisakomplekt (2 tk); 3D Printer | XYZPRINTING | Technology Fused Filament Fabrication (1tk); LEGO BOOST Loovust arendav tööriistakomplekt (6tk), Programeeritav robotigu (4tk), Ozobot Bit stardikomplekt kristallvalge (4tk)				1,729.79 €		411.60 €		1,333.08 €
554	Salme Põhikool	Saare maakond	põhikool	LEGO mehhanismid: XL mootor (2 tk), generaator (2 tk), värviandur (2 tk), NXT kuuliga ratas (4 tk), NXT digitaalandurite multiplekser (1 tk), kaablite ühendus (2 tk). Renewable Energy Add-on Set (1 tk), LEGO Mindstorms EV3 baaskomplekt (2 tk), EV3 lisakomplekt (2 tk), EV3 akulaadija 10V (2 tk), LME, EV3 Science Activity Pack (1 tk), NXT Temperature Sensor (1 tk)	570.22 €	900.95 €						
351	Saverna Põhikool	Põlva maakond	põhikool	Ülim kümme-ühes robootikakomplekt (5 tk), mBot korravalvur kolm-ühes robootikakomplekt (5 tk)				2,013.84 €				
664	Siimusti Lasteaed-Algkool	Jõgeva maakond	põhikool	LEGO Education WeDo 2.0 (5 tk); Bee-Bot 2.0 põrandarobot (6tk); Ozobot Bit 2.0 stardikomplekt kristallvalge (6tk); mBot V1.1 STEM robot - sinine (Bluetooth) (1tk); Edisoni robot V2.0 (1tk); Codey Rocky robot (1tk)				516.21 €		724.93 €		
371	Sillamäe Eesti Põhikool	Ida-Viru maakond	põhikool	Lego Mindstorms EV3 baaskomplekt (1 tk), infrapunamajakas (1 tk), EV3 Mindstorms aku (1 tk), IR otsija, tegevuste pakett (1 tk), Füüsika tegevuste pakett (1 tk), EV3 lisakomplekt (1 tk), võistlusväljak, güroandur, kaugusandur, akud (2 tk)	623.40 €							
370	Sillamäe Vanalinna Kool	Ida-Viru maakond	põhikool	Blue-Bot 2.0 6 robotit +laadimisalus (3tk) + käsulugeja; 							1,487.50 €	
2227	Sillaotsa Kool	Tartu maakond	põhikool	Makey Makey Classic (3 tk); Edison Robot - EdPack10 (1 tk). Dash ja Dot Wonder robootikakomplekt (6 tk); EV3 Baaskomplekt (5 tk); WeDo 2.0 baaskomplekt (4 tk)		516.88 €			2,732.04 €			
385	Simuna Kool	Lääne-Viru maakond	põhikool	Bee-Bot 6 Mesimummu ja laadimisalus (1 tk), Blue-Bot 6 Mesimummu ja mattide komplekt (1 tk), Ozobot Bit 2.0 kaksikpakk (2 tk), LEGO Education WeDo 2.0 (4 tk), Tartu Ülikooli Robootika MOOC mBot komplekt (2 tk)				1,618.09 €				
438	Sinimäe Põhikool	Ida-Viru maakond	põhikool	Tello Boost Combo droon (Global) (3tk); Lenovo Tab M10 (3tk); Bee-Bot 2.0 6 robotit koos laadimisalusega (1tk); Makey Makey Classic komplekt (3tk); Ozobot Evo stardikomplekt (3tk); Ozobot Bit stardikomplekt (3tk); Snap Circuits&reg (1tk); Snap Circuits&reg; Pro 500 (3tk); Snap Circuitsreg; Jr 100 (3tk); mBot robot LED ekraaniga koos lisatarvikutega (2tk)							3,122.02 €	
124	Surju Põhikool	Pärnu maakond	põhikool	LEGO Mindstorms EV3 baaskomplekt laadijaga, 3 tk; LEGO Mindstorms EV3 lisakomplekt, 2 tk; LEGO Mindstorms taastuvenergia komplekt, 2 tk; LEGO Mindstorms pneumaatikakomplekt, 2 tk; LEGO Mindstorms masinate komplekt, 1 tk; LEGO Mindstorms kaablid, 1 tk. 3D-printer konstruktor CR-10S tarvikutega (1 tk); Airblock modulaarne programmeeritav droon (1 tk)			1,558.36 €		696.50 €			
404	Sõmeru Põhikool	Lääne-Viru maakond	põhikool	LEGO Mindstorms EV3 baaskomplektid (5 tk) ja  lisakomplektid (2 tk). LEGO WeDo baaskomplektid (5 tk), lisakomplektid (5 tk), õppeväljak „Linna läbimine“ (1 tk), akude laadijad (5 tk). LEGO Education WeDo 2.0 Core Set (5 tk), LEGO Education WeDo 2.0 Curriculum Pack (1 tk)	1,799.99 €	439.45 €						
182	Tabivere Põhikool	Tartu maakond	põhikool	LEGO Mindstorms EV3 baaskomplekt (12 tk), Transformer 10V DC (12 tk); Dash ja Dot Wonder robootikakomplekt (2tk); Sphero Bolt haridusrobot (3tk); Airblock modulaarne programmeeritav droon (2tk)		2,888.43 €				746.77 €		
355	Taebla Kool	Lääne maakond	põhikool	Lego WeDo 2.0 põhikomplekt 9 tk; LEGO MINDSTORMS EV3 põhikomplekt 8 tk; Akulaadija EV3 põhikomplektile 8 tk; Edisoni robot 4 tk; Edisoni roboti varuosade komplekt 1 tk; 6 Mesimummu ja laadimisalus 1 tk; Mesimummu kujundite ja värvidega matt 1 tk; Mesimummu tänavamatt 1 tk; BCN3D Sigma R19 (1tk); 2.85mm Premium PLA - Frosty White™ (1 tk); 2.85mm Premium PLA - Atomic Green™ (1 tk); 2.85mm Premium PLA - Ocean Blue™ (1 tk); 2.85mm EasyFil™ PLA - Bronze (1 tk); 2.85mm EasyFil™ PLA - Black (1 tk); DimaFix - Fixative Spray for 3D Printing (1 tk)			3,064.22 €			2,238.18 €		
